"Order number","Order date","Product name",Category,quantity,"Total price","Customer name","Customer contact","Customer address","Employee full name","Employee birthday","Supplier name","Suplier phone","Sipper name","Shipper phone"
10367,1996-11-28,Tourtiere,Meat/Poultry,18,134.1,Vaffeljernet,"Palle Ibsen","Smagsloget 45","Robert King",1960-05-29,"Ma Maison","(514) 555-9022","Federal Shipping","(503) 555-9931"
10367,1996-11-28,"Sasquatch Ale",Beverages,36,504,Vaffeljernet,"Palle Ibsen","Smagsloget 45","Robert King",1960-05-29,"Bigfoot Breweries","(503) 555-9931","Federal Shipping","(503) 555-9931"
10334,1996-10-21,"Scottish Longbreads",Confections,10,125,"Victuailles en stock","Mary Saveley","2, rue du Commerce","Laura Callahan",1958-01-09,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10251,1996-07-08,"Louisiana Fiery Hot Pepper Sauce",Condiments,20,421,"Victuailles en stock","Mary Saveley","2, rue du Commerce","Janet Leverling",1963-08-30,"New Orleans Cajun Delights","(100) 555-4822","Speedy Express","(503) 555-9831"
10251,1996-07-08,"Ravioli Angelo",Grains/Cereals,15,292.5,"Victuailles en stock","Mary Saveley","2, rue du Commerce","Janet Leverling",1963-08-30,"Pasta Buttini s.r.l.","(089) 6547665","Speedy Express","(503) 555-9831"
10334,1996-10-21,"Filo Mix",Grains/Cereals,8,56,"Victuailles en stock","Mary Saveley","2, rue du Commerce","Laura Callahan",1958-01-09,"Gday, Mate","(02) 555-5914","United Package","(503) 555-3199"
10251,1996-07-08,"Gustafs Knackebrod",Grains/Cereals,6,126,"Victuailles en stock","Mary Saveley","2, rue du Commerce","Janet Leverling",1963-08-30,"PB Knackebrod AB","031-987 65 43","Speedy Express","(503) 555-9831"
10274,1996-08-06,Flotemysost,"Dairy Products",20,430,"Vins et alcools Chevalier","Paul Henriot","59 rue de lAbbaye","Michael Suyama",1963-07-02,"Norske Meierier",(0)2-953010,"Speedy Express","(503) 555-9831"
10274,1996-08-06,"Mozzarella di Giovanni","Dairy Products",7,243.59999999999997,"Vins et alcools Chevalier","Paul Henriot","59 rue de lAbbaye","Michael Suyama",1963-07-02,"Formaggi Fortini s.r.l.","(0544) 60323","Speedy Express","(503) 555-9831"
10295,1996-09-02,"Gnocchi di nonna Alice",Grains/Cereals,4,152,"Vins et alcools Chevalier","Paul Henriot","59 rue de lAbbaye","Andrew Fuller",1952-02-19,"Pasta Buttini s.r.l.","(089) 6547665","United Package","(503) 555-3199"
10312,1996-09-23,"Rhonbrau Klosterbier",Beverages,10,77.5,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900","Andrew Fuller",1952-02-19,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","United Package","(503) 555-3199"
10356,1996-11-18,Gudbrandsdalsost,"Dairy Products",20,720,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900","Michael Suyama",1963-07-02,"Norske Meierier",(0)2-953010,"United Package","(503) 555-3199"
10301,1996-09-09,"Gnocchi di nonna Alice",Grains/Cereals,20,760,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900","Laura Callahan",1958-01-09,"Pasta Buttini s.r.l.","(089) 6547665","United Package","(503) 555-3199"
10356,1996-11-18,"Pate chinois",Meat/Poultry,12,288,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900","Michael Suyama",1963-07-02,"Ma Maison","(514) 555-9022","United Package","(503) 555-3199"
10312,1996-09-23,"Perth Pasties",Meat/Poultry,20,656,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900","Andrew Fuller",1952-02-19,"Gday, Mate","(02) 555-5914","United Package","(503) 555-3199"
10312,1996-09-23,"Ipoh Coffee",Beverages,24,1104,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900","Andrew Fuller",1952-02-19,"Leka Trading",555-8787,"United Package","(503) 555-3199"
10301,1996-09-09,"Boston Crab Meat",Seafood,10,184,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900","Laura Callahan",1958-01-09,"New England Seafood Cannery","(617) 555-3267","United Package","(503) 555-3199"
10356,1996-11-18,"Gorgonzola Telino","Dairy Products",30,375,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900","Michael Suyama",1963-07-02,"Formaggi Fortini s.r.l.","(0544) 60323","United Package","(503) 555-3199"
10312,1996-09-23,"Rossle Sauerkraut",Produce,4,182.4,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900","Andrew Fuller",1952-02-19,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","United Package","(503) 555-3199"
10348,1996-11-07,Tunnbrod,Grains/Cereals,25,225,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900","Margaret Peacock",1958-09-19,"PB Knackebrod AB","031-987 65 43","United Package","(503) 555-3199"
10348,1996-11-07,Chais,Beverages,15,270,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900","Margaret Peacock",1958-09-19,"Exotic Liquid","(171) 555-2222","United Package","(503) 555-3199"
10333,1996-10-18,Flotemysost,"Dairy Products",40,860,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38","Steven Buchanan",1955-03-04,"Norske Meierier",(0)2-953010,"Federal Shipping","(503) 555-9931"
10320,1996-10-03,Flotemysost,"Dairy Products",30,645,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38","Steven Buchanan",1955-03-04,"Norske Meierier",(0)2-953010,"Federal Shipping","(503) 555-9931"
10416,1997-01-16,"Ravioli Angelo",Grains/Cereals,20,390,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38","Laura Callahan",1958-01-09,"Pasta Buttini s.r.l.","(089) 6547665","Federal Shipping","(503) 555-9931"
10437,1997-02-05,"Perth Pasties",Meat/Poultry,15,491.99999999999994,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38","Laura Callahan",1958-01-09,"Gday, Mate","(02) 555-5914","Speedy Express","(503) 555-9831"
10416,1997-01-16,"Perth Pasties",Meat/Poultry,10,328,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38","Laura Callahan",1958-01-09,"Gday, Mate","(02) 555-5914","Federal Shipping","(503) 555-9931"
10270,1996-08-01,"Ipoh Coffee",Beverages,25,1150,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38","Nancy Davolio",1968-12-08,"Leka Trading",555-8787,"Speedy Express","(503) 555-9831"
10270,1996-08-01,"Inlagd Sill",Seafood,30,570,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38","Nancy Davolio",1968-12-08,"Svensk Sjofoda AB","08-123 45 67","Speedy Express","(503) 555-9831"
10416,1997-01-16,"Teatime Chocolate Biscuits",Confections,20,184,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38","Laura Callahan",1958-01-09,"Specialty Biscuits, Ltd.","(161) 555-4448","Federal Shipping","(503) 555-9931"
10333,1996-10-18,"Sir Rodneys Scones",Confections,10,100,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38","Steven Buchanan",1955-03-04,"Specialty Biscuits, Ltd.","(161) 555-4448","Federal Shipping","(503) 555-9931"
10412,1997-01-13,Tofu,Produce,20,465,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38","Laura Callahan",1958-01-09,Mayumis,"(06) 431-7877","United Package","(503) 555-3199"
10333,1996-10-18,Tofu,Produce,10,232.5,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38","Steven Buchanan",1955-03-04,Mayumis,"(06) 431-7877","Federal Shipping","(503) 555-9931"
10266,1996-07-26,"Queso Manchego La Pastora","Dairy Products",12,456,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38","Janet Leverling",1963-08-30,"Cooperativa de Quesos Las Cabras","(98) 598 76 54","Federal Shipping","(503) 555-9931"
10420,1997-01-21,"Rod Kaviar",Seafood,20,300,"Wellington Importadora","Paula Parente","Rua do Mercado, 12","Janet Leverling",1963-08-30,"Svensk Sjofoda AB","08-123 45 67","Speedy Express","(503) 555-9831"
10256,1996-07-15,"Original Frankfurter grune Sosse",Condiments,12,156,"Wellington Importadora","Paula Parente","Rua do Mercado, 12","Janet Leverling",1963-08-30,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","United Package","(503) 555-3199"
10420,1997-01-21,"Outback Lager",Beverages,8,120,"Wellington Importadora","Paula Parente","Rua do Mercado, 12","Janet Leverling",1963-08-30,"Pavlova, Ltd.","(03) 444-2343","Speedy Express","(503) 555-9831"
10256,1996-07-15,"Perth Pasties",Meat/Poultry,15,491.99999999999994,"Wellington Importadora","Paula Parente","Rua do Mercado, 12","Janet Leverling",1963-08-30,"Gday, Mate","(02) 555-5914","United Package","(503) 555-3199"
10420,1997-01-21,Konbu,Seafood,2,12,"Wellington Importadora","Paula Parente","Rua do Mercado, 12","Janet Leverling",1963-08-30,Mayumis,"(06) 431-7877","Speedy Express","(503) 555-9831"
10420,1997-01-21,"Mishi Kobe Niku",Meat/Poultry,20,1940,"Wellington Importadora","Paula Parente","Rua do Mercado, 12","Janet Leverling",1963-08-30,"Tokyo Traders","(03) 3555-5011","Speedy Express","(503) 555-9831"
10269,1996-07-31,"Mozzarella di Giovanni","Dairy Products",20,696,"White Clover Markets","Karl Jablonski","305 - 14th Ave. S. Suite 3B","Steven Buchanan",1955-03-04,"Formaggi Fortini s.r.l.","(0544) 60323","Speedy Express","(503) 555-9831"
10269,1996-07-31,Geitost,"Dairy Products",60,150,"White Clover Markets","Karl Jablonski","305 - 14th Ave. S. Suite 3B","Steven Buchanan",1955-03-04,"Norske Meierier",(0)2-953010,"Speedy Express","(503) 555-9831"
10344,1996-11-01,"Northwoods Cranberry Sauce",Condiments,70,2800,"White Clover Markets","Karl Jablonski","305 - 14th Ave. S. Suite 3B","Margaret Peacock",1958-09-19,"Grandma Kellys Homestead","(313) 555-5735","United Package","(503) 555-3199"
10344,1996-11-01,"Chef Antons Cajun Seasoning",Condiments,35,770,"White Clover Markets","Karl Jablonski","305 - 14th Ave. S. Suite 3B","Margaret Peacock",1958-09-19,"New Orleans Cajun Delights","(100) 555-4822","United Package","(503) 555-3199"
10248,1996-07-04,"Mozzarella di Giovanni","Dairy Products",5,174,"Wilman Kala","Matti Karttunen","Keskuskatu 45","Steven Buchanan",1955-03-04,"Formaggi Fortini s.r.l.","(0544) 60323","Federal Shipping","(503) 555-9931"
10248,1996-07-04,"Singaporean Hokkien Fried Mee",Grains/Cereals,10,140,"Wilman Kala","Matti Karttunen","Keskuskatu 45","Steven Buchanan",1955-03-04,"Leka Trading",555-8787,"Federal Shipping","(503) 555-9931"
10248,1996-07-04,"Queso Cabrales","Dairy Products",12,252,"Wilman Kala","Matti Karttunen","Keskuskatu 45","Steven Buchanan",1955-03-04,"Cooperativa de Quesos Las Cabras","(98) 598 76 54","Federal Shipping","(503) 555-9931"
10374,1996-12-05,"Escargots de Bourgogne",Seafood,15,198.75,Wolski,Zbyszek,"ul. Filtrowa 68","Nancy Davolio",1968-12-08,"Escargots Nouveaux",85.57.00.07,"Federal Shipping","(503) 555-9931"
10374,1996-12-05,"Gorgonzola Telino","Dairy Products",30,375,Wolski,Zbyszek,"ul. Filtrowa 68","Nancy Davolio",1968-12-08,"Formaggi Fortini s.r.l.","(0544) 60323","Federal Shipping","(503) 555-9931"
